MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
50,66.0,8712,4,7,1900,1950,0.0,0,0,859,859,319,0,1178,0,0,1,0,2,1,0,384,68,0,98,0,0,0,0,1,2010,104394
120,40.0,4671,8,5,1988,1989,0.0,767,0,461,1228,0,0,1228,1,0,2,0,2,1,1,472,168,120,0,0,0,0,0,10,2008,187110
190,60.0,9873,4,5,1970,1970,160.0,789,0,171,960,0,0,960,1,0,1,0,3,1,0,576,0,288,0,0,0,0,0,5,2006,136633
60,69.0,13517,6,8,1976,2005,289.0,533,0,192,725,754,0,1479,0,0,2,1,3,1,0,475,0,44,0,0,0,0,0,3,2010,204989
20,78.0,10140,6,5,1974,1974,174.0,0,0,1064,1350,0,0,1350,0,0,2,0,3,1,1,478,0,0,0,0,0,0,0,8,2009,170163
70,60.0,10800,7,8,1890,1998,0.0,0,0,718,1576,978,0,2554,0,0,1,1,3,1,0,704,0,48,143,0,0,0,0,7,2007,227218
20,80.0,10000,5,6,1973,2000,0.0,1084,0,92,1178,0,0,1178,0,1,1,1,3,1,1,439,224,0,0,0,0,0,0,11,2008,167436
60,96.0,10542,7,5,1993,1994,651.0,1173,0,138,1325,1093,0,2418,1,0,2,1,3,1,1,983,250,154,216,0,0,0,0,8,2008,290881
20,69.0,9920,5,6,1969,1969,0.0,523,0,448,971,0,0,971,0,0,1,1,3,1,1,300,0,0,0,0,0,0,0,5,2006,147069
120,69.0,6563,8,5,1985,1985,0.0,1148,0,594,1742,0,0,1742,1,0,2,0,2,1,1,564,114,28,234,0,0,0,0,12,2006,245560
120,69.0,4426,6,5,2004,2004,169.0,662,0,186,848,0,0,848,1,0,1,0,1,1,0,420,160,0,0,0,0,0,0,5,2010,130169
20,70.0,8120,4,7,1970,1970,0.0,191,0,673,864,0,0,864,0,0,1,0,3,1,0,463,0,0,0,0,0,0,0,7,2009,143119
50,60.0,8172,4,6,1954,1972,0.0,0,0,941,997,473,0,1470,0,0,2,0,4,1,0,548,0,0,0,0,156,0,0,5,2008,104612
20,86.0,13286,9,5,2007,2008,340.0,1234,0,464,1698,0,0,1698,1,0,2,0,3,1,1,768,327,64,0,0,0,0,0,2,2009,329225
20,60.0,6960,4,6,1970,1970,0.0,375,239,250,864,0,0,864,0,0,1,0,3,1,0,660,96,0,0,0,0,0,500,11,2009,100649
20,69.0,21695,6,9,1988,2007,260.0,808,0,72,1680,0,0,1680,1,0,2,0,3,1,1,540,292,44,0,182,0,0,0,12,2009,245514
20,64.0,7314,7,5,2007,2007,82.0,724,0,508,1232,0,0,1232,1,0,2,0,2,1,0,632,132,0,0,0,0,0,0,2,2009,272166
90,85.0,11475,5,5,1958,1958,95.0,0,0,1584,1776,0,0,1776,1,0,2,0,4,2,0,888,0,25,0,0,0,0,0,7,2009,146196
30,52.0,6240,4,5,1925,1950,0.0,152,0,628,848,0,360,1208,0,0,1,0,2,1,0,539,0,23,112,0,0,0,0,1,2009,97031
120,39.0,5389,8,5,1995,1996,0.0,1180,0,415,1616,0,0,1616,1,0,2,0,2,1,1,608,237,152,0,0,0,0,0,3,2010,246333
80,73.0,9590,7,5,2003,2003,442.0,786,0,82,1146,0,0,1146,1,0,2,0,3,1,1,438,160,22,0,0,0,0,0,5,2007,195128
60,75.0,11404,7,5,1998,1999,202.0,252,0,901,1153,878,0,2031,0,0,2,1,3,1,1,541,192,84,0,0,0,0,0,7,2008,229966
20,80.0,10000,5,6,1961,1983,0.0,594,0,270,1144,0,0,1144,1,0,1,0,3,1,1,264,165,0,0,0,0,0,400,3,2009,124896
20,69.0,8978,5,5,1968,1968,0.0,0,0,948,948,0,0,948,0,0,1,0,3,1,0,300,147,0,0,0,0,0,0,5,2007,86832
75,60.0,10800,7,7,1914,1970,0.0,390,0,490,880,888,0,1768,0,0,1,1,2,1,2,320,0,341,0,0,0,0,0,10,2006,167795
90,60.0,8544,3,4,1950,1950,0.0,0,0,0,1040,0,0,1040,0,0,2,0,2,2,0,400,0,0,0,0,0,0,0,7,2006,75529
60,72.0,10463,8,5,2005,2005,0.0,0,0,893,901,900,0,1801,0,0,2,1,3,1,1,800,0,116,0,0,0,0,0,6,2006,241130
90,60.0,10800,5,5,1987,1988,0.0,1200,0,0,1200,0,0,1200,3,0,3,0,3,1,0,0,120,0,0,0,0,0,0,3,2009,173541
60,65.0,9313,7,5,2004,2004,0.0,0,0,864,864,864,0,1728,0,0,2,1,3,1,0,572,187,56,0,0,0,0,0,4,2009,219501
70,60.0,9600,5,7,1910,2002,0.0,0,0,264,768,664,0,1432,0,0,2,0,2,1,0,360,270,0,112,0,0,0,0,5,2007,127337
20,65.0,6768,6,8,1961,1996,0.0,832,0,80,912,0,0,912,1,1,1,0,3,1,0,288,168,0,0,0,0,0,0,5,2008,134156
20,65.0,8450,7,5,2000,2001,108.0,0,0,1349,1349,0,0,1349,0,0,2,0,3,1,0,539,120,55,0,0,0,0,0,12,2007,191123
80,70.0,12886,5,6,1963,1999,0.0,444,0,76,1464,0,0,1464,0,1,2,0,3,1,1,480,302,0,0,0,100,0,0,10,2009,143804
120,41.0,5395,8,5,1993,1993,0.0,733,0,604,1337,0,0,1337,1,0,2,0,2,1,1,462,96,0,70,168,0,0,0,10,2008,233432
60,69.0,8963,8,9,1976,1996,289.0,575,80,487,1175,1540,0,2715,0,1,3,1,4,1,2,831,0,204,0,0,0,0,0,7,2008,446155
60,69.0,8795,7,5,2000,2000,0.0,300,0,652,980,1276,0,2256,0,0,2,1,4,1,1,554,224,54,0,0,0,0,0,4,2009,236578
70,65.0,11700,7,7,1880,2003,0.0,0,0,1240,1320,1320,0,2640,0,0,1,1,4,1,1,864,181,0,386,0,0,0,0,5,2009,152444
20,59.0,10593,7,5,1996,1996,338.0,919,0,801,1720,0,0,1720,1,0,2,0,3,1,1,527,240,56,154,0,0,0,0,3,2010,258111
50,50.0,8405,4,3,1945,1950,0.0,0,0,0,1088,441,0,1529,0,0,2,0,4,1,0,240,92,0,185,0,0,0,0,4,2009,93831
50,55.0,8800,4,7,1910,2004,0.0,0,0,576,792,348,0,1140,0,0,1,0,3,1,0,0,0,160,0,0,0,0,0,6,2010,93042
60,69.0,7750,7,5,2003,2003,0.0,0,0,660,660,660,0,1320,0,0,2,1,3,1,0,400,0,48,0,0,0,0,0,8,2007,215307
20,79.0,9236,6,5,1997,1997,0.0,1200,0,279,1494,0,0,1494,1,0,2,0,3,1,0,576,168,27,0,0,0,0,0,7,2006,200589
60,80.0,10240,8,5,2005,2005,178.0,0,0,1030,1038,1060,0,2098,0,0,2,1,3,1,1,878,192,52,0,0,0,0,0,3,2006,209336
20,61.0,7930,6,8,1969,2005,0.0,439,472,115,1026,0,0,1026,1,0,1,0,3,1,0,440,171,48,0,0,0,0,0,7,2009,142577
160,34.0,3230,6,5,1999,1999,894.0,381,0,348,742,729,0,1471,0,0,2,1,3,1,0,440,0,24,0,0,0,0,0,3,2009,142295
60,68.0,10769,8,5,2007,2007,0.0,20,0,846,866,902,0,1768,0,0,2,1,3,1,0,578,144,105,0,0,0,0,0,4,2009,276946
60,69.0,11616,6,5,1978,1978,328.0,438,0,234,672,714,0,1386,0,0,2,1,3,1,1,440,335,0,0,0,0,0,0,4,2010,153465
160,24.0,2280,7,5,1999,1999,360.0,549,0,195,757,744,0,1501,0,0,2,1,3,1,0,440,0,0,0,0,0,0,0,8,2008,213709
60,65.0,12257,8,5,1995,1995,513.0,56,64,1198,1328,1203,0,2531,0,0,2,1,4,1,1,752,222,98,0,0,0,0,0,11,2007,259581
20,70.0,9100,6,6,1959,1959,0.0,612,0,252,864,0,0,864,0,0,1,0,2,1,0,300,0,0,0,0,0,0,450,10,2009,129420
30,60.0,6911,5,5,1924,1950,0.0,405,0,740,1301,0,0,1301,0,0,1,0,2,1,0,440,0,0,0,0,0,0,0,10,2009,81246
60,72.0,8640,7,5,2009,2009,0.0,24,0,732,764,783,0,1547,0,0,2,1,3,1,0,614,169,45,0,0,0,0,0,6,2010,211339
60,82.0,9430,8,5,1999,1999,673.0,1163,0,89,1268,1097,0,2365,1,0,2,1,3,1,1,856,0,128,0,0,180,0,0,7,2009,265382
120,30.0,9549,8,5,1995,1996,0.0,437,1057,0,1494,0,0,1494,1,0,1,1,2,1,1,481,0,30,0,0,216,0,0,4,2006,279505
20,75.0,14587,9,5,2008,2008,284.0,0,0,1498,1506,0,0,1506,0,0,2,0,2,1,1,592,0,174,0,0,0,0,0,8,2008,267596
60,80.0,10421,7,5,1988,1988,42.0,394,0,586,980,734,0,1714,0,0,2,1,3,1,1,496,228,66,156,0,0,0,500,3,2010,176908
50,75.0,12508,6,7,1940,1985,0.0,660,0,323,983,767,0,1750,1,0,2,0,4,1,0,423,245,0,156,0,0,0,1300,7,2008,176843
20,70.0,9100,7,5,2004,2005,0.0,24,0,1836,1836,0,0,1836,0,0,2,0,3,1,1,484,120,33,0,0,0,0,0,10,2006,258740
60,47.0,53504,8,5,2003,2003,603.0,1416,0,234,1690,1589,0,3279,1,0,3,1,4,1,1,841,503,36,0,0,210,0,0,6,2010,595805
85,69.0,7252,5,5,1982,1982,0.0,685,0,173,858,0,0,858,1,0,1,0,2,1,0,576,120,0,0,0,0,0,0,4,2009,144286
20,67.0,8877,4,5,1951,1951,0.0,836,0,0,1220,0,0,1220,0,0,1,0,2,1,0,396,0,0,0,0,0,0,0,4,2006,86401
80,94.0,7819,6,5,1976,1976,0.0,422,127,480,1117,0,0,1117,1,0,1,0,3,1,1,672,144,0,0,0,0,0,0,3,2010,150573
20,70.0,10150,5,5,1958,1958,1.0,456,0,456,912,0,0,912,0,0,1,0,2,1,0,275,0,0,0,0,0,0,0,7,2007,100913
20,110.0,14226,8,5,2006,2006,375.0,0,0,1935,1973,0,0,1973,0,0,2,0,3,1,1,895,315,45,0,0,0,0,0,7,2007,365139
120,32.0,4500,6,5,1998,1998,320.0,866,0,338,1204,0,0,1204,1,0,2,0,2,1,0,412,0,247,0,0,0,0,0,6,2009,151088
20,86.0,11210,7,5,2005,2006,240.0,20,0,1594,1614,0,0,1614,0,0,2,0,3,1,0,865,144,59,0,0,0,0,0,7,2006,229827
20,100.0,13350,5,5,1974,1974,0.0,762,0,102,894,0,0,894,1,0,1,0,3,1,1,440,241,0,0,0,0,0,0,6,2006,113159
90,60.0,8400,5,5,1977,1977,320.0,0,0,0,2020,0,0,2020,0,0,2,0,4,2,2,630,0,0,0,0,0,0,0,10,2007,185406
90,78.0,10530,6,5,1977,1977,90.0,975,0,0,1004,0,0,1004,1,0,1,0,2,1,0,504,0,0,0,0,0,0,0,5,2006,142907
20,63.0,7875,7,5,1995,1996,38.0,0,0,1237,1253,0,0,1253,0,0,2,0,3,1,1,402,220,21,0,0,0,0,0,6,2007,198436
60,65.0,7153,6,5,1992,1992,0.0,387,0,374,810,793,0,1603,0,0,2,1,3,1,0,484,0,124,0,0,0,0,0,7,2006,163709
20,67.0,16285,7,5,2001,2002,0.0,0,0,1413,1430,0,0,1430,0,0,2,0,3,1,0,605,0,33,0,0,0,0,0,6,2009,190010
85,69.0,9101,5,6,1978,1978,104.0,1097,0,0,1110,0,0,1110,1,0,1,0,1,1,1,602,303,30,0,0,0,0,0,7,2009,155749
75,35.0,6300,6,6,1914,2001,0.0,0,0,742,742,742,0,1484,0,0,2,0,3,1,1,0,0,291,134,0,0,0,0,6,2008,135468
20,69.0,9790,6,5,1967,1967,0.0,251,630,491,1342,0,0,1342,0,0,2,0,3,1,1,457,0,0,0,0,197,0,0,9,2009,150036
50,60.0,10800,5,6,1915,1950,0.0,686,0,0,966,686,0,1652,1,0,2,0,4,1,0,416,0,0,196,0,0,0,1200,6,2010,160266
60,76.0,10142,7,5,2004,2004,0.0,656,0,300,956,1128,0,2084,1,0,2,1,4,1,0,618,0,45,0,0,0,0,0,1,2010,181939
20,50.0,6000,4,7,1954,2000,0.0,0,0,901,901,0,0,901,0,0,1,0,2,1,0,281,0,0,0,0,0,0,0,8,2008,99429
60,69.0,12205,6,8,1966,2007,157.0,568,0,264,976,1111,0,2087,0,0,2,1,5,1,0,444,133,168,0,0,0,0,0,7,2007,202514
120,43.0,3182,7,5,2005,2006,11.0,16,0,1129,1145,0,0,1145,0,0,2,0,2,1,1,397,100,16,0,0,0,0,0,9,2009,143355
80,69.0,11333,6,5,1976,1976,0.0,539,0,490,1062,0,0,1062,1,0,1,0,3,1,2,539,120,0,0,0,0,0,0,5,2007,145979
60,92.0,9920,7,5,1996,1997,0.0,862,0,255,1127,886,0,2013,1,0,2,1,3,1,1,455,180,130,0,0,0,0,0,6,2007,221384
20,76.0,9158,8,5,2007,2007,140.0,0,0,1496,1496,0,0,1496,0,0,2,0,3,1,0,474,168,130,0,0,0,0,0,6,2007,218293
60,69.0,10832,7,5,1994,1996,0.0,0,0,712,1086,809,0,1895,0,0,2,1,3,1,1,409,143,46,0,0,0,0,500,10,2008,145864
60,70.0,8400,6,6,1980,1981,130.0,0,0,650,888,676,0,1564,0,0,2,1,3,1,1,476,0,50,0,0,204,0,0,4,2010,254577
20,71.0,8197,6,5,1977,1977,148.0,0,0,660,1285,0,0,1285,0,0,1,1,3,1,1,528,138,0,0,0,0,0,0,4,2007,191958
20,57.0,7677,5,5,1953,1953,0.0,570,0,203,773,0,0,773,0,0,1,0,2,1,0,240,0,0,0,0,0,0,0,4,2008,91846
60,104.0,13518,9,5,2008,2009,860.0,0,0,1926,1966,1174,0,3140,0,0,3,1,4,1,2,820,144,78,0,0,0,0,0,7,2009,373811
50,60.0,7200,5,7,1937,1950,252.0,569,0,162,981,787,0,1768,1,0,1,1,3,1,2,240,0,0,264,0,0,0,0,6,2007,125552
60,79.0,12798,6,5,1997,1997,0.0,462,0,154,616,1072,0,1688,1,0,2,1,4,1,0,603,403,114,185,0,0,0,400,5,2008,230559
30,40.0,4800,4,7,1916,1990,0.0,197,0,999,1196,0,0,1196,1,0,1,0,2,1,0,440,0,0,0,0,0,0,0,7,2007,116789
60,63.0,8199,7,5,2005,2005,0.0,648,0,80,728,728,0,1456,1,0,2,1,3,1,1,410,36,18,0,0,0,0,0,10,2008,193846
60,107.0,13891,9,5,2008,2009,424.0,0,0,1734,1734,1088,0,2822,0,0,3,1,4,1,1,1020,52,170,0,0,192,0,0,1,2009,439277
20,75.0,9000,5,5,1954,1954,0.0,812,0,124,1128,0,0,1128,0,0,1,0,2,1,0,286,0,0,0,0,0,0,0,6,2006,118786
20,91.0,12274,7,5,2008,2008,256.0,0,0,1417,1428,0,0,1428,0,0,2,0,3,1,0,554,0,60,0,0,0,0,0,7,2008,193036
80,75.0,9750,5,5,1967,1967,0.0,400,480,100,980,0,0,980,0,0,2,0,3,1,0,384,68,0,0,0,0,0,0,10,2006,111777
70,144.0,21384,5,6,1923,2004,0.0,1309,0,15,1072,504,0,1576,2,0,1,1,3,1,1,528,0,312,0,0,0,0,0,5,2009,167095
80,85.0,13400,5,5,1966,1966,1047.0,516,128,380,1086,0,0,1086,1,0,1,0,3,1,1,484,0,0,0,0,0,0,0,6,2006,124482
75,90.0,8100,5,5,1898,1965,0.0,0,0,849,1075,1063,0,2138,0,0,2,0,2,3,0,360,40,156,0,0,0,0,0,11,2009,81938
20,78.0,10140,6,6,1974,1999,99.0,663,377,0,1309,0,0,1309,1,0,1,1,3,1,1,484,265,0,0,0,0,648,0,1,2006,132713
120,69.0,4438,6,5,2004,2004,169.0,662,0,186,848,0,0,848,1,0,1,0,1,1,1,420,140,0,0,0,0,0,0,6,2008,152165
20,66.0,8712,5,5,1952,1952,0.0,0,0,540,1044,0,0,1044,0,0,1,0,2,1,0,504,0,0,0,0,0,0,54,6,2010,100051
20,75.0,9750,6,6,1958,1958,243.0,608,0,834,1442,0,0,1442,0,0,1,1,4,1,0,301,0,0,275,0,0,0,500,4,2007,100601
50,45.0,8248,5,7,1918,1950,0.0,0,0,686,686,564,0,1250,0,1,1,1,3,1,0,280,207,0,96,0,0,0,0,7,2006,101347
20,48.0,12137,7,5,1998,1998,442.0,0,0,1649,1661,0,0,1661,0,0,2,0,3,1,0,598,0,34,0,0,0,0,0,5,2010,181503
20,69.0,11425,5,6,1954,1954,0.0,486,0,522,1008,0,0,1008,0,0,1,0,2,1,1,275,0,0,120,0,0,0,0,7,2006,146544
20,69.0,13265,8,5,2002,2002,148.0,1218,0,350,1689,0,0,1689,1,0,2,0,3,1,2,857,150,59,0,0,0,0,0,7,2008,406152
80,80.0,8816,6,7,1971,1971,80.0,504,0,506,1052,0,0,1052,1,0,1,0,3,1,0,440,0,0,0,0,0,0,0,6,2010,162799
120,44.0,6371,7,5,2009,2010,128.0,733,0,625,1358,0,0,1358,1,0,2,0,2,1,1,484,192,35,0,0,0,0,0,6,2010,198231
60,72.0,7226,7,5,2003,2003,0.0,0,0,798,798,842,0,1640,0,0,2,1,3,1,0,595,0,45,0,0,0,0,0,6,2008,228021
20,60.0,6000,4,4,1953,1953,0.0,0,0,936,936,0,0,936,0,0,1,0,2,1,0,576,0,32,112,0,0,0,0,2,2009,103904
60,69.0,12394,7,5,2003,2003,0.0,0,0,847,847,886,0,1733,0,0,2,1,3,1,1,433,100,48,0,0,0,0,0,10,2007,232763
50,60.0,9900,6,7,1940,1950,0.0,0,0,778,944,545,0,1489,0,0,2,0,3,1,1,240,335,0,0,0,0,0,0,7,2009,131402
20,81.0,11216,8,5,2006,2006,0.0,0,0,1489,1489,0,0,1489,0,0,2,0,3,1,1,776,0,140,0,0,0,0,0,6,2006,210958
20,114.0,14803,10,5,2007,2008,816.0,1636,0,442,2084,0,0,2084,1,0,2,0,2,1,1,1220,188,45,0,0,0,0,0,6,2008,434230
45,50.0,6130,5,6,1924,1950,0.0,784,0,0,784,0,0,784,1,0,1,0,2,1,0,0,0,0,116,0,0,0,0,5,2008,92103
20,65.0,8529,7,5,2001,2001,0.0,20,0,1434,1434,0,0,1434,0,0,2,0,3,1,1,527,290,39,0,0,0,0,0,4,2009,151761
60,69.0,28698,5,5,1967,1967,0.0,249,764,0,1160,966,0,2126,0,1,2,1,3,1,0,538,486,0,0,0,225,0,0,6,2009,184658
160,24.0,2544,7,5,2005,2005,0.0,0,0,600,520,623,80,1223,0,0,2,1,2,1,0,480,0,166,0,0,0,0,0,7,2006,145973
20,80.0,11900,6,5,1957,1957,387.0,1040,0,352,1392,0,0,1392,1,0,1,1,3,1,2,458,0,0,0,0,192,0,0,6,2008,202013
160,30.0,3180,7,5,2005,2005,0.0,0,0,600,520,600,80,1200,0,0,2,1,2,1,0,480,0,166,0,0,0,0,0,6,2006,134375
60,44.0,9548,7,6,2003,2003,223.0,483,0,458,941,888,0,1829,1,0,2,1,3,1,1,613,192,39,0,0,0,0,0,1,2010,268983
20,100.0,10004,6,6,1964,1964,180.0,196,345,975,1516,0,0,1516,0,0,1,1,3,1,0,472,0,0,0,0,152,0,0,2,2009,144941
20,75.0,7875,5,6,1961,1961,136.0,572,0,572,1144,0,0,1144,1,0,1,0,3,1,0,456,0,0,0,0,0,0,0,9,2008,140386
20,60.0,9600,4,7,1950,1995,0.0,442,0,625,1067,0,0,1067,0,0,2,0,2,1,0,436,290,0,0,0,0,0,0,2,2010,96433
30,90.0,8100,5,6,1948,1973,0.0,338,0,1221,1559,0,0,1559,1,0,1,0,2,1,0,812,0,116,230,0,0,0,0,6,2007,163296
160,21.0,1680,6,5,1973,1973,158.0,330,0,153,483,504,0,987,1,0,1,1,2,1,0,264,0,0,0,0,0,0,0,11,2008,149695
20,75.0,9525,5,6,1995,2006,0.0,0,0,1099,1099,0,0,1099,0,0,1,1,3,1,0,352,278,0,0,0,0,0,0,6,2008,166177
50,70.0,11767,5,6,1946,1995,0.0,352,0,416,768,432,0,1200,0,0,1,0,3,1,0,240,0,0,0,0,0,0,0,5,2008,112198
70,69.0,12155,6,8,1925,1950,0.0,156,0,516,810,672,0,1482,0,0,2,0,4,1,0,400,0,0,254,0,0,0,0,3,2008,101751
70,60.0,10440,5,8,1904,2002,0.0,0,0,650,958,581,0,1539,0,0,2,0,3,1,1,686,70,78,68,0,0,0,0,6,2008,108943
80,82.0,9020,6,7,1966,1966,183.0,312,539,276,1165,0,0,1165,1,0,1,1,3,1,0,490,0,129,0,0,0,0,0,5,2008,177205
90,80.0,8000,5,4,1961,1961,0.0,0,0,1800,1800,0,0,1800,0,0,2,0,6,2,0,0,0,0,0,0,0,0,0,7,2007,92962
50,100.0,12665,5,8,1915,1950,0.0,0,0,876,876,540,0,1416,0,0,1,1,4,1,1,720,418,0,194,0,0,0,0,6,2008,146419
85,69.0,16647,5,5,1975,1981,0.0,1390,0,0,1701,0,0,1701,1,0,2,0,3,1,2,611,0,0,0,0,0,0,0,1,2007,150395
60,75.0,9317,7,5,1993,1993,137.0,513,0,227,1006,769,0,1775,1,0,2,1,3,1,1,425,234,72,192,0,0,0,0,7,2009,237273
20,36.0,15523,5,6,1972,1972,0.0,460,0,404,864,0,0,864,1,0,1,0,3,1,1,338,0,0,0,0,0,0,0,8,2009,100230
50,75.0,45600,6,8,1908,1997,0.0,0,0,907,1307,1051,0,2358,0,0,3,0,5,1,1,360,486,40,0,0,175,0,0,9,2008,275380
80,80.0,9600,6,7,1976,1994,360.0,0,0,528,1094,761,0,1855,0,0,2,1,3,1,1,512,113,100,0,0,0,0,0,8,2007,217094
120,36.0,4435,6,5,2003,2003,170.0,659,0,189,848,0,0,848,1,0,1,0,1,1,0,420,140,0,0,0,0,0,0,11,2007,110930
120,69.0,3196,8,5,2003,2003,40.0,0,0,1273,1456,0,0,1456,0,0,2,0,2,1,1,400,143,20,0,0,0,0,0,5,2006,176752
75,53.0,7128,7,5,1941,1950,0.0,364,0,554,918,728,0,1646,0,0,2,0,4,1,2,240,0,0,0,0,126,0,0,8,2007,127507
80,69.0,12095,6,6,1964,1964,115.0,564,0,563,1445,0,0,1445,0,0,1,1,3,1,1,645,180,0,0,0,0,0,0,8,2009,151798
20,102.0,17920,5,4,1955,1974,0.0,306,1085,372,1779,0,0,1779,1,0,1,1,3,1,1,454,0,418,0,0,312,0,0,7,2006,145213
20,69.0,6897,5,8,1962,2010,0.0,659,0,381,1040,0,0,1040,1,0,1,1,3,1,0,260,0,104,0,0,0,0,0,4,2010,156960
80,69.0,10970,6,6,1978,1978,0.0,505,435,0,1026,0,0,1026,1,0,1,0,3,1,0,576,0,0,34,0,0,0,0,10,2008,154879
60,65.0,8125,6,5,1994,1995,0.0,0,0,702,702,779,0,1481,0,0,2,1,3,1,1,343,0,36,0,0,0,0,0,3,2009,182703
20,80.0,10400,7,5,1976,1976,189.0,0,0,1090,1370,0,0,1370,0,0,2,0,3,1,1,479,0,0,0,0,0,0,0,6,2009,162228
60,69.0,11029,6,7,1968,1984,220.0,619,0,435,1512,1142,0,2654,1,0,2,1,4,1,1,619,0,65,0,0,222,0,0,8,2006,204232
50,55.0,7642,7,8,1918,1998,0.0,0,0,912,912,514,0,1426,0,0,1,1,3,1,1,216,0,240,0,0,0,0,0,6,2007,135877
190,75.0,11625,5,4,1965,1965,0.0,841,0,198,1039,0,0,1039,1,0,1,1,3,1,0,504,0,0,0,0,0,0,0,4,2010,78144
20,81.0,9672,6,5,1984,1985,0.0,338,0,702,1097,0,0,1097,0,0,2,0,3,1,0,480,0,0,0,0,0,0,0,5,2010,140593
20,70.0,7931,5,5,1959,1959,0.0,1148,0,0,1148,0,0,1148,1,0,1,0,3,1,0,672,0,0,0,0,0,0,0,7,2009,123722
20,72.0,8640,7,5,2007,2008,0.0,0,0,1372,1372,0,0,1372,0,0,2,0,3,1,0,529,0,140,0,0,0,0,0,5,2008,187579
20,69.0,8750,5,6,1970,1970,76.0,828,0,174,1002,0,0,1002,1,0,1,0,3,1,0,902,0,0,0,0,0,0,0,8,2009,155846
20,67.0,10656,8,5,2006,2007,274.0,0,0,1638,1646,0,0,1646,0,0,2,0,3,1,1,870,192,80,0,0,0,0,0,11,2007,211024
20,85.0,6970,4,5,1961,1961,0.0,932,0,108,1120,0,0,1120,1,0,1,1,3,1,0,544,168,0,0,0,0,0,400,5,2007,126083
60,69.0,14762,5,6,1948,1950,0.0,0,0,0,1547,720,53,2320,0,0,2,0,2,1,1,672,120,144,0,0,0,0,0,5,2006,157544
60,80.0,9938,7,5,1993,1994,246.0,750,0,300,1062,887,0,1949,1,0,2,1,3,1,1,574,156,90,0,0,0,0,0,6,2010,192157
20,60.0,6600,5,5,1962,1962,0.0,0,0,894,894,0,0,894,0,0,1,0,2,1,0,308,0,0,0,0,0,0,0,8,2009,108763
60,70.0,8750,6,5,1998,1998,116.0,505,0,299,804,878,0,1682,0,0,2,1,3,1,0,523,0,77,0,0,0,0,0,6,2010,212466
20,74.0,8892,5,7,1953,1996,0.0,0,0,105,910,0,0,910,0,0,1,0,3,1,0,414,196,0,150,0,0,0,0,10,2008,172432
40,60.0,12144,5,7,1949,1950,0.0,375,0,457,1036,0,232,1268,0,0,1,0,3,1,1,288,0,28,0,0,0,0,0,9,2009,125107
50,52.0,5720,5,6,1941,1950,0.0,0,0,676,676,455,0,1131,0,0,1,1,3,1,0,200,26,0,0,0,0,0,0,8,2009,100428
60,75.0,9000,8,5,2007,2007,0.0,64,0,1120,1184,1426,0,2610,0,0,2,1,4,1,1,550,208,364,0,0,0,0,0,8,2007,373087
20,94.0,25286,4,5,1963,1963,0.0,633,0,431,1040,0,0,1040,1,0,1,0,3,1,0,648,0,0,0,0,0,0,0,1,2007,157730
60,74.0,8834,9,5,2004,2005,216.0,1170,0,292,1462,762,0,2224,1,0,2,1,4,1,1,738,184,0,0,0,0,0,0,6,2009,335630
85,88.0,11782,5,7,1961,1995,0.0,899,0,210,1155,0,0,1155,1,0,1,0,3,1,0,576,192,0,0,0,0,0,400,6,2010,123760
20,69.0,7000,5,8,1978,2005,90.0,646,0,218,864,0,0,864,1,0,1,0,3,1,0,336,0,0,0,0,0,0,0,7,2009,157077
20,60.0,7024,5,5,2005,2006,0.0,980,0,110,1090,0,0,1090,1,0,1,1,2,1,0,450,0,49,0,0,0,0,0,6,2007,139834
50,44.0,13758,7,5,1990,1991,117.0,902,0,254,1187,530,0,1717,0,0,2,1,3,1,1,400,168,36,0,0,0,0,0,4,2007,210523
60,69.0,9636,6,5,1992,1993,0.0,0,0,808,808,785,0,1593,0,0,2,1,3,1,1,389,342,40,0,0,0,0,0,12,2009,148822
75,60.0,6204,4,5,1912,1950,0.0,0,0,795,954,795,481,2230,1,0,1,0,5,1,0,440,0,188,0,0,0,0,0,3,2006,137782
20,65.0,7150,5,5,1967,1967,60.0,432,0,460,892,0,0,892,0,0,1,0,3,1,0,288,0,0,0,0,0,0,0,7,2009,115552
120,50.0,5119,9,5,1999,2000,60.0,1238,0,460,1709,0,0,1709,1,0,2,0,2,1,1,506,97,65,0,0,0,0,0,1,2008,225596
90,70.0,8393,5,5,1959,2005,122.0,528,0,1098,1712,0,0,1712,0,0,2,0,4,2,0,588,272,54,0,0,0,0,0,6,2006,161050
50,59.0,16466,5,7,1955,1955,0.0,0,0,816,872,521,0,1393,0,0,1,1,3,1,0,300,121,0,0,0,265,0,0,4,2008,144289
20,95.0,15865,8,6,1970,1970,0.0,351,823,1043,2217,0,0,2217,1,0,2,0,4,1,1,621,81,207,0,0,224,0,0,10,2007,296421
